feature_type,x_min,y_min,x_max,y_max
building,87.148,944.840,119.340,988.480
building,120.730,870.740,156.250,902.260
building,160.386,856.410,186.434,892.640
building,190.205,855.970,210.058,875.801
building,185.232,861.014,195.668,877.592
building,187.240,874.985,231.637,908.360
building,213.510,844.980,252.078,903.225
building,238.293,860.608,264.383,895.319
building,232.758,869.165,289.376,906.622
building,218.610,901.810,231.750,914.510
building,227.950,818.150,289.665,862.982
building,286.520,813.500,305.580,841.820
building,260.240,849.927,292.799,892.647
building,222.870,812.240,241.737,834.609
building,185.324,793.760,227.430,849.340
building,183.220,768.400,217.380,795.140
building,206.001,734.460,235.270,768.039
building,244.650,725.090,281.820,760.020
building,145.149,729.593,207.380,773.540
building,144.487,777.950,180.484,800.660
building,96.760,758.360,141.680,796.730
building,107.454,785.743,158.680,864.970
building,73.280,785.000,131.380,880.830
building,257.811,759.214,264.880,766.270
building,249.000,770.940,301.530,817.750
building,252.070,905.350,304.870,949.664
building,185.140,913.120,277.831,967.177
building,212.650,953.800,257.621,999.580
building,296.390,941.480,342.970,981.210
building,324.522,928.150,357.570,959.639
building,348.540,890.300,388.180,936.817
building,363.040,872.390,386.750,888.800
building,385.902,873.230,433.320,927.360
building,372.870,913.590,415.579,962.205
building,361.440,944.114,393.829,976.573
building,372.138,944.203,426.490,999.133
building,336.870,964.490,370.510,1007.771
building,301.931,996.935,355.811,1024.000
building,363.699,1008.450,390.762,1024.000
building,387.490,991.110,423.830,1024.000
building,410.120,970.360,424.280,985.740
building,411.923,972.820,446.410,1006.720
building,415.579,924.020,455.665,968.600
building,451.714,936.662,487.050,979.950
building,462.721,918.920,517.177,966.960
building,509.260,915.980,544.294,965.190
building,532.513,900.410,575.960,944.130
building,533.577,948.860,563.820,966.890
building,575.580,891.200,596.890,912.250
building,512.469,1012.836,527.021,1024.000
building,522.297,1008.330,535.328,1024.000
building,531.570,954.801,613.680,1010.990
building,633.530,973.360,676.890,1016.080
building,616.110,945.541,626.560,962.390
building,611.340,912.620,667.920,967.110
building,608.740,885.630,635.340,905.370
building,651.010,888.520,669.750,916.410
building,598.768,838.810,631.300,866.800
building,591.410,764.970,639.986,838.350
building,701.650,811.440,742.410,852.830
building,740.260,805.000,767.780,842.170
building,751.084,845.960,781.460,880.290
building,769.729,891.950,800.251,932.676
building,747.240,969.610,784.760,1003.600
building,758.720,933.910,801.460,989.140
building,791.392,929.810,862.830,967.009
building,286.286,636.570,324.490,669.000
building,329.750,606.850,356.720,630.300
building,231.366,676.470,266.860,709.818
building,283.942,675.590,346.190,737.360
building,308.450,771.160,343.220,787.670
building,342.090,828.830,364.010,855.020
building,362.660,816.000,372.080,826.950
building,304.589,855.599,330.882,883.731
building,299.988,881.520,329.705,900.004
building,286.892,866.341,301.310,888.839
building,286.892,855.198,295.813,873.568
building,366.020,830.670,455.902,900.280
building,440.877,860.785,501.817,899.250
building,436.030,892.360,467.500,926.678
building,472.830,880.680,503.920,909.510
building,504.101,850.110,548.688,903.180
building,538.785,836.269,578.732,880.749
building,503.690,826.790,546.200,854.890
building,477.300,844.570,505.650,863.716
building,445.520,749.920,503.970,834.900
building,498.203,754.760,559.630,826.950
building,493.150,749.470,512.048,768.385
building,484.840,714.880,512.530,754.520
building,420.820,714.866,456.579,757.280
building,421.700,628.372,483.946,710.610
building,456.702,706.261,471.739,722.400
building,478.460,652.446,518.270,680.250
building,518.890,640.600,543.010,683.510
building,470.820,605.050,532.800,636.730
building,474.649,571.840,529.500,613.379
building,405.670,576.520,451.953,661.100
building,563.578,689.929,622.049,742.643
building,544.668,585.470,593.970,643.701
building,554.759,637.365,600.620,695.537
building,612.230,617.540,652.000,679.100
building,600.750,536.490,620.990,557.900
building,632.220,522.365,691.250,609.440
building,714.670,541.660,791.310,586.330
building,715.924,603.918,746.800,646.000
building,757.440,563.430,829.360,652.650
building,757.320,517.430,789.071,560.739
building,777.310,622.120,836.744,667.585
building,781.360,652.285,842.560,691.950
building,688.994,654.979,727.237,729.911
building,787.510,699.180,828.450,730.950
building,801.697,730.691,836.189,773.851
building,744.939,731.459,805.247,799.490
building,808.800,765.915,841.293,800.907
building,828.941,749.999,856.370,771.107
building,823.410,803.570,849.010,840.350
building,828.140,841.420,856.360,876.150
building,839.270,869.260,874.550,921.620
building,848.775,956.410,858.740,964.000
building,894.270,896.480,924.450,929.390
building,863.008,782.920,898.899,815.244
building,872.834,802.621,931.020,850.806
building,907.047,796.700,946.930,831.136
building,891.833,847.450,922.690,871.800
building,899.450,764.900,955.440,798.370
building,955.571,758.580,1024.000,811.633
building,970.960,752.620,979.770,761.370
building,994.620,739.110,1022.330,773.230
building,954.340,801.019,1009.310,850.420
building,955.840,831.460,972.770,858.980
building,1016.052,704.359,1024.000,715.344
building,994.072,685.338,1024.000,734.541
building,950.993,650.516,1024.000,703.926
building,930.979,675.048,981.356,715.484
building,943.607,709.419,996.080,746.590
building,904.310,710.594,952.833,754.737
building,847.470,643.696,930.660,738.104
building,835.569,548.552,896.590,643.660
building,821.813,493.980,864.430,530.420
building,873.062,727.443,914.082,770.980
building,926.602,622.900,994.630,667.710
building,914.770,580.100,961.019,639.930
building,902.050,529.300,944.827,588.790
building,890.121,494.440,930.850,539.240
building,968.510,582.710,995.640,611.300
building,965.230,583.796,977.711,590.361
building,955.680,533.670,986.750,564.448
building,1007.877,504.212,1024.000,543.390
building,982.565,508.527,1024.000,588.430
building,982.810,471.140,1024.000,511.553
building,943.660,487.520,977.520,526.180
building,990.957,403.339,1024.000,444.878
building,962.021,362.462,1024.000,400.276
building,860.166,389.211,900.054,420.078
building,896.888,385.434,938.955,437.009
building,893.880,427.120,924.133,467.891
building,810.068,392.067,863.390,420.382
building,810.113,416.135,853.689,482.695
building,840.819,443.332,861.927,466.020
building,743.347,401.901,806.850,471.219
building,679.457,430.760,760.631,501.430
building,756.758,469.632,769.500,491.810
building,600.135,453.550,686.345,511.690
building,619.753,429.450,656.980,463.678
building,670.350,365.680,765.470,427.818
building,744.240,358.835,796.537,401.180
building,730.450,323.900,776.560,363.150
building,617.460,331.240,695.070,402.850
building,610.910,322.863,644.210,346.540
building,642.047,243.950,674.470,276.550
building,656.400,279.590,689.960,320.060
building,677.070,246.630,774.440,289.640
building,551.420,252.080,645.700,332.940
building,612.310,251.922,625.128,265.505
building,621.317,250.660,632.959,274.583
building,494.480,276.040,534.040,307.590
building,503.282,316.699,594.296,390.429
building,528.410,380.970,574.110,415.320
building,513.094,409.613,522.469,422.879
building,485.785,398.569,500.624,409.086
building,517.074,406.000,616.380,442.862
building,559.391,437.263,576.967,443.303
building,532.020,446.630,603.270,484.790
building,418.390,474.240,511.960,546.240
building,444.468,481.674,463.519,496.224
building,409.700,453.390,464.360,490.950
building,432.310,414.800,489.910,452.100
building,346.850,419.820,385.990,462.110
building,387.370,426.910,407.430,450.780
building,358.900,487.881,408.630,529.830
building,286.900,436.750,321.840,461.570
building,297.671,437.654,311.655,441.687
building,431.860,359.010,481.050,396.390
building,390.845,303.570,481.160,350.590
building,309.504,300.370,392.740,356.340
building,361.640,343.627,377.980,352.860
building,278.400,299.162,313.530,342.186
building,285.582,338.693,313.714,376.937
building,247.850,336.110,283.530,355.560
building,256.644,349.977,281.990,378.760
building,266.560,371.748,324.130,435.780
building,345.390,375.870,377.150,414.790
building,374.108,372.620,388.240,394.370
building,386.400,145.560,437.641,213.580
building,344.030,154.320,391.825,215.690
building,383.764,208.073,462.630,258.250
building,322.570,218.270,389.940,264.280
building,283.640,243.570,320.410,278.250
building,300.920,216.917,328.764,237.550
building,294.230,163.900,332.480,219.473
building,380.370,60.330,440.410,127.710
building,443.731,12.009,458.413,25.452
building,472.671,0.000,505.575,31.986
building,459.578,27.470,535.928,73.402
building,481.768,54.096,505.122,70.450
building,537.817,0.000,579.469,22.065
building,537.976,19.378,594.403,38.039
building,537.698,34.075,592.975,48.403
building,537.698,47.784,588.111,66.690
building,549.700,64.689,601.730,92.549
building,563.326,87.420,588.160,103.730
building,614.600,0.000,640.769,15.610
building,607.200,18.000,634.260,49.610
building,684.653,3.232,705.110,24.265
building,753.535,0.000,780.020,20.038
building,808.061,0.000,837.611,12.010
building,832.610,0.000,934.502,49.940
building,629.860,14.290,729.591,104.610
building,717.217,11.340,745.770,61.666
building,704.278,46.385,720.024,58.331
building,706.900,59.254,737.310,82.940
building,598.382,93.204,616.779,107.797
building,577.237,110.634,623.065,145.690
building,546.760,116.491,584.348,150.367
building,525.816,129.066,560.397,159.844
building,473.860,125.110,489.170,131.581
building,494.950,124.430,511.640,133.470
building,462.280,128.400,476.400,140.560
building,508.375,146.713,549.929,185.530
building,501.740,143.810,511.950,157.310
building,469.579,136.170,503.710,185.460
building,463.710,149.312,473.147,164.525
building,488.710,183.619,528.220,220.886
building,547.722,138.402,600.082,187.750
building,513.010,182.240,604.740,237.830
building,984.980,326.797,1024.000,358.680
building,958.970,280.667,1024.000,328.609
building,990.582,325.936,1004.808,330.280
building,882.940,285.840,930.520,322.210
building,818.180,302.090,872.840,335.090
building,954.307,0.000,996.086,28.544
building,899.682,40.020,1000.671,72.601
building,889.520,59.059,904.724,85.496
building,906.599,71.469,916.827,82.273
building,928.641,64.986,954.716,99.129
building,941.462,76.655,956.157,89.477
building,893.937,82.425,917.707,115.560
building,917.710,100.712,929.915,108.672
building,932.972,95.160,973.030,129.239
building,920.230,111.310,979.766,154.647
building,910.180,129.082,926.431,147.340
building,982.950,63.980,1017.150,110.380
building,985.122,55.214,996.861,65.712
building,993.470,64.245,1008.374,88.569
building,1003.423,0.000,1024.000,25.965
building,861.850,56.920,888.180,94.371
building,820.410,78.020,827.020,84.960
building,839.600,82.050,853.730,110.190
building,814.630,97.140,837.140,111.720
building,871.950,93.887,904.660,124.850
building,874.751,121.337,906.840,151.330
building,885.639,149.087,911.260,178.186
building,912.500,152.675,938.466,186.570
building,928.268,147.380,980.670,191.600
building,980.350,166.160,1014.407,180.440
building,989.731,180.026,1024.000,211.158
building,1003.786,210.734,1024.000,231.503
building,952.910,188.428,1005.366,241.410
building,821.890,111.910,858.250,133.530
building,840.501,140.748,898.769,205.520
building,804.789,132.634,844.184,207.698
building,761.235,154.420,798.940,181.230
building,762.100,187.350,811.030,218.600
building,756.431,6.210,804.350,58.070
building,751.260,81.050,777.275,108.570
building,785.670,66.370,814.540,97.180
building,776.820,103.500,798.120,121.140
building,695.948,115.750,740.608,147.451
building,638.178,121.231,694.219,165.698
building,612.670,158.188,668.448,222.360
building,663.299,142.553,740.608,186.010
building,668.030,187.480,712.930,230.730
building,715.440,170.840,757.573,203.938
building,705.030,202.044,747.197,227.320
building,94.525,198.556,164.783,260.854
building,220.543,258.436,236.679,272.089
building,188.881,275.615,217.408,292.715
building,26.700,311.798,72.770,357.900
building,53.556,298.380,97.613,332.175
building,85.011,346.404,123.667,384.086
building,95.944,386.633,104.452,396.375
building,42.734,362.433,79.353,405.654
building,39.921,400.419,77.540,435.375
building,40.123,429.438,55.230,450.019
building,22.701,423.609,37.904,449.452
building,22.409,451.090,54.286,468.345
building,22.473,481.570,58.143,538.554
building,83.100,474.369,112.060,503.717
building,83.189,0.000,116.533,20.761
building,128.884,0.000,157.290,29.246
building,131.302,0.000,201.995,60.310
building,137.107,55.632,194.261,89.424
building,162.077,82.305,197.896,111.500
building,214.150,93.345,229.644,108.385
building,213.813,43.069,237.378,67.231
building,113.651,116.428,137.697,129.317
building,115.822,126.062,137.027,138.467
building,99.977,139.615,124.741,167.174
building,43.581,103.361,66.488,148.290
building,50.488,150.392,61.379,159.922
building,23.909,167.240,38.459,193.659
building,48.589,182.981,61.269,194.553
building,51.904,193.902,60.038,203.136
building,56.971,189.928,65.467,199.061
building,62.238,200.332,73.593,213.964
building,54.560,208.924,65.745,221.467
building,22.414,211.783,45.233,237.729
building,34.722,205.201,45.255,212.477
building,43.893,214.897,54.443,227.191
building,76.733,445.944,111.995,484.189
building,117.606,931.375,174.298,964.630
building,147.247,909.450,174.775,927.368
building,403.012,770.507,439.602,818.128
building,313.421,776.003,384.877,844.290
building,951.639,414.572,1001.143,459.349
building,937.768,416.578,952.563,459.349
building,952.305,383.364,962.086,417.601
building,211.084,165.831,273.080,192.500
building,422.013,48.368,432.630,59.228
building,601.908,743.175,614.581,756.112
building,621.200,657.997,699.026,754.136
building,639.549,757.312,684.640,834.998
building,619.325,89.007,653.453,117.270
building,798.918,211.479,866.633,262.927
building,881.336,223.811,932.785,290.769
building,966.569,986.321,1006.677,1024.000
building,997.982,981.875,1024.000,1016.300
building,999.116,966.743,1024.000,984.712
